,epoch,loss_train,loss_test,accuracy_train,accuracy_test
0,0,0.16758539,0.124356136,0.9310410496146764,0.9491464927193868
1,1,0.118229926,0.11503374,0.9512079902258757,0.9521589448545918
2,2,0.112712435,0.11112581,0.953008152530983,0.953599574183456
3,3,0.10947962,0.1085169,0.9543003044314042,0.9547907276614992
4,4,0.10704418,0.1063441,0.9553878569374397,0.955769472652199
5,5,0.10497274,0.104326114,0.9563251616439338,0.9567940312382082
6,6,0.10329164,0.10345331,0.9571804183490151,0.957267993706045
7,7,0.101885855,0.10164192,0.9578632493049347,0.9582613157497978
8,8,0.10069928,0.10072566,0.9584605962390779,0.9586811348777236
9,9,0.09975389,0.099704064,0.9589448668667055,0.9592217353023739
10,10,0.09893957,0.09906497,0.95937593123961,0.9596265608900165
11,11,0.09826269,0.098408595,0.9597100581895255,0.9598772862025278
12,12,0.097671434,0.09804758,0.9600386666824932,0.9601055212046143
13,13,0.09720767,0.09756231,0.9602541988689454,0.9603479167725238
14,14,0.09679645,0.0972773,0.960453071562725,0.9602871096369314
15,15,0.09643471,0.09676269,0.9606113367431149,0.9606681954524592
16,16,0.09611384,0.09641804,0.9608142701882335,0.9607743996961309
17,17,0.09581531,0.096079275,0.9609201620885339,0.9610259579831023
18,18,0.095590554,0.09606428,0.9610675985986867,0.9609239186117314
19,19,0.09536811,0.09586821,0.9611853603875165,0.9611704790519418
20,20,0.09516374,0.0956209,0.9613036427854922,0.961284180065755
21,21,0.094975285,0.09554259,0.9613849619341005,0.9612591908319499
22,22,0.09478724,0.095474444,0.961495018707569,0.9612087958771096
23,23,0.094597265,0.09533243,0.9616010147296987,0.9616090401052213
24,24,0.09443785,0.09506231,0.9616757742030672,0.9614237032878334
25,25,0.09428726,0.09470573,0.9617313752598621,0.9618285288754761
26,26,0.09414555,0.09450563,0.9618245642969996,0.9618705940857147
27,27,0.09402255,0.09448946,0.9618836013741583,0.9617822987929368
28,28,0.0939113,0.09425488,0.9619659617410586,0.961960138840183
29,29,0.09381115,0.09431969,0.9619948034877481,0.961984711586758
30,30,0.093739875,0.094467394,0.9620451984530828,0.9617169102978134
31,31,0.09363145,0.09415274,0.9620938233473211,0.962126733732217
32,32,0.09357198,0.09391439,0.962164730313009,0.9621583867617035
33,33,0.09349302,0.09403844,0.9621620231454496,0.9622366863609595
34,34,0.09343724,0.094229035,0.9621852423133621,0.9621538054021725
35,35,0.093389675,0.093937755,0.9622428216849119,0.9621737967892167
36,36,0.093316205,0.09382639,0.9622631254416067,0.9622504304395523
37,37,0.09327144,0.09381563,0.9623152904780379,0.9621292326555976
38,38,0.093221,0.09361047,0.9623236202243742,0.9623745436341177
39,39,0.09317815,0.093685135,0.9623620411793504,0.9623745436341177
40,40,0.09313619,0.093544096,0.9623801583776319,0.962356634683224
41,41,0.093122214,0.09346146,0.9624246183987021,0.9624649213630461
42,42,0.09308176,0.093795374,0.9624195164290711,0.9621113237047039
43,43,0.09303287,0.09341056,0.9624683495669677,0.9626248524593988
44,44,0.09301451,0.09342027,0.9624488787849066,0.9624682532608868
45,45,0.09297073,0.093586236,0.9624435685716172,0.9624999062903732
46,46,0.092944026,0.093471624,0.9624940676587811,0.9624411815909313
47,47,0.0929113,0.09372148,0.9625114560042581,0.9624869951862406
48,48,0.09289123,0.093420446,0.962492505831343,0.962469502722577
49,49,0.09285906,0.09334629,0.9625068746437732,0.9624336848207897
50,50,0.0928436,0.09346463,0.9625151002682804,0.9625865356342309
51,51,0.09280262,0.0942082,0.9625433172839946,0.9618264464393257
52,52,0.09277115,0.09316835,0.9625669529392239,0.962640678974142
53,53,0.09274679,0.093422174,0.9625516470303309,0.9625257284986385
54,54,0.09271599,0.093214706,0.962575178563731,0.9626369305890712
55,55,0.09268335,0.09319147,0.9625986059753019,0.9625278109347889
56,56,0.09264934,0.09322614,0.9626005842900568,0.9624574245929045
57,57,0.092606455,0.09307074,0.9626432742400304,0.9625369736538508
58,58,0.0925798,0.09303594,0.9626499380370994,0.9626023621489741
59,59,0.09254551,0.09302868,0.9626656604333093,0.962704401520345
60,60,0.09250002,0.09295437,0.9626765932253757,0.9627077334181857
61,61,0.09248495,0.093062125,0.9626676387480642,0.9624457629504621
62,62,0.09244587,0.092836484,0.9626918991342687,0.9627289742669201
63,63,0.09241795,0.092797875,0.9626938774490235,0.9626956552885132
64,64,0.0923754,0.09292246,0.9627198037844953,0.9626286008444696
