,epoch,loss_train,loss_test,accuracy_train,accuracy_test
40,40,0.14052378,0.14053914,0.9404802140411619,0.9405681052413252
41,41,0.14051306,0.1405563,0.9404786522137238,0.9405339532884582
42,42,0.14051305,0.14052144,0.9404814635031123,0.940567272266865
43,43,0.14051965,0.14052236,0.940480318162991,0.9405385346479892
44,44,0.14049101,0.14051315,0.9404759450461645,0.9405751855242367
45,45,0.14049384,0.14050113,0.9404764656553105,0.9405760184986968
46,46,0.14049178,0.14051679,0.9404852118889636,0.9405531117010422
47,47,0.14048561,0.14051963,0.9404707389547043,0.940562274420104
48,48,0.1404745,0.14050508,0.9404827129650628,0.9405635238817942
49,49,0.14047942,0.14048886,0.9404800057975035,0.9405747690370065
50,50,0.14048098,0.14049192,0.940484899523476,0.9405751855242367
51,51,0.14047158,0.14049321,0.9404783398482361,0.9405593590094934
52,52,0.14046282,0.14049067,0.9404815676249415,0.9405489468287412
53,53,0.14047563,0.14050576,0.9404802140411619,0.9405714371391659
54,54,0.14047328,0.14050278,0.9404768821426274,0.9405681052413252
55,55,0.14046322,0.140478,0.9404745914623849,0.940566855779635
56,56,0.14046223,0.14049016,0.940479276944699,0.9405651898307146
57,57,0.1404629,0.14053887,0.9404710513201919,0.9405468643925908
58,58,0.14046231,0.14052744,0.9404766738989689,0.94054311600752
59,59,0.14045878,0.14048985,0.9404888561529858,0.9405693547030155
60,60,0.14048953,0.14047699,0.9404882314220105,0.940552278726582
61,61,0.14046109,0.1404799,0.9404661575942194,0.9405539446755024
62,62,0.1404566,0.14047624,0.9404708430765335,0.9405451984436706
63,63,0.14046776,0.14048861,0.9404765697771397,0.9405801833709977
64,64,0.1404568,0.1404803,0.940490001493107,0.94054311600752
65,65,0.14046958,0.14050278,0.9404698018582415,0.9405556106244226
66,66,0.14045893,0.14049432,0.9404732378786052,0.9405414500585998
67,67,0.14045694,0.14048013,0.9404744873405556,0.9405539446755024
68,68,0.14046445,0.14047582,0.9404835459396964,0.9405372851862989
69,69,0.1404537,0.14047521,0.9404804222848203,0.9405610249584138
70,70,0.14045595,0.14047164,0.9404769862644565,0.9405589425222634
71,71,0.14048558,0.1405113,0.9404845871579884,0.9405560271116528
72,72,0.14045788,0.14048174,0.9404733420004344,0.9405443654692104
73,73,0.14046308,0.14050065,0.9404772986299441,0.9405364522118387
74,74,0.14046198,0.1404784,0.9404744873405556,0.9405868471666791
75,75,0.14046949,0.14047119,0.9404758409243353,0.9405418665458298
76,76,0.1404568,0.14047663,0.940484899523476,0.9405414500585998
77,77,0.14045748,0.14048052,0.9404712595638504,0.9405631073945642
78,78,0.14046955,0.14048441,0.9404708430765335,0.940576851473157
79,79,0.14045587,0.14047343,0.940483337696038,0.9405360357246086
80,80,0.14045693,0.14047019,0.9404633463048309,0.9405531117010422
81,81,0.14046238,0.14047278,0.940480318162991,0.9405443654692104
82,82,0.14046113,0.14048074,0.9404934375134708,0.9405593590094934
83,83,0.1404677,0.14047475,0.9404855242544513,0.9405543611627324
84,84,0.1404622,0.14047413,0.9404878149346938,0.9405631073945642
85,85,0.140465,0.14047046,0.9404821923559167,0.9405610249584138
86,86,0.14045438,0.14048864,0.9404927086606664,0.940538118160759
87,87,0.14045964,0.14047149,0.9404712595638504,0.9405614414456438
88,88,0.14045356,0.14048582,0.9404818799904291,0.9405556106244226
89,89,0.14045328,0.14048778,0.9404914591987159,0.940552278726582
90,90,0.14045902,0.1404697,0.9404790687010406,0.9405606084711836
91,91,0.14047593,0.14048257,0.9404772986299441,0.9405593590094934
92,92,0.14047761,0.14047134,0.9404827129650628,0.9405239575949362
93,93,0.14046822,0.14046453,0.940490522102253,0.9405518622393518
94,94,0.14046314,0.14052695,0.9404755285588476,0.9405547776499624
95,95,0.1404565,0.14047304,0.940483858305184,0.9405889296028295
96,96,0.14048654,0.14047411,0.9404819841122584,0.9405418665458298
97,97,0.14045614,0.1404704,0.9404919798078619,0.9405626909073341
98,98,0.14046003,0.14048974,0.9404877108128645,0.9405606084711836
99,99,0.14045778,0.14049649,0.940468552396291,0.9405547776499624
